Class,Mean_Hue,Mean_Saturation,Mean_Value
MENTAH,14.007290428098958,62.17715754331448,53.11278345506685
MENTAH,19.141450885274075,83.45356448337364,70.47643182590276
MENTAH,17.627233324923562,79.38753737560201,65.3868637092584
MENTAH,16.993927011100897,78.57307211211807,64.1132290271977
MENTAH,14.311884567154934,64.73206267735456,56.762880687835974
MENTAH,18.8191344035391,81.88380340620691,68.06555749285586
MENTAH,18.273854189564556,81.36322840270978,69.31088070282368
MENTAH,18.63624687131552,84.10719475654963,70.1448555934134
MENTAH,18.236546812863452,81.7766272281729,68.6865596773146
MENTAH,18.514809887142544,77.4127424886593,67.30523517590576
MENTAH,19.061877229421874,81.51205730051358,69.78419586564017
MENTAH,19.248373052846667,82.231809915869,69.9488118180592
MENTAH,18.582606949801164,80.3104750979197,68.58963337563198
MENTAH,18.799751859725024,80.83587021142662,69.60057253052497
MENTAH,18.077830710067744,78.90335705971104,66.46667857356967
MENTAH,14.549156254371415,65.7535069680362,57.10166632111668
MENTAH,16.58361097025439,76.58233779550768,65.72158111598489
MENTAH,17.932639142153434,76.6894538665794,66.28115382886034
MENTAH,18.58064246692712,80.2913866879159,68.93184666698308
MENTAH,17.857290303201374,78.04849257983453,67.39798537074599
MENTAH,18.567417998491237,81.23192357267041,69.37342379249016
MENTAH,18.57168496832597,78.93650753257329,68.25428882691193
MENTAH,18.830997644431566,85.19897574613816,71.82354984537679
MENTAH,19.86190230261186,85.7145225290262,71.34141191722787
MENTAH,19.36534541675826,84.01909605998081,69.60281210032772
MENTAH,20.191728407705682,86.34383789667473,71.95541811964189
MENTAH,14.945159032093683,67.30670272251754,59.37228847345177
MENTAH,19.654096609530185,85.36423133030915,72.42135854849023
MENTAH,20.40074591959593,90.09794406087009,73.10491272156831
MENTAH,19.044459168481843,85.7034578520613,71.19945191817709
MENTAH,18.932746241831698,85.55143173222957,71.59064301647649
MENTAH,19.676882768629724,86.31676275454127,73.46078512494755
MENTAH,19.40055545078036,85.03965029925462,70.38234975445135
MENTAH,19.5039717431706,84.11545563887613,69.80280498116545
MENTAH,19.25748308262225,87.14472944685357,72.58000751883455
MENTAH,19.439035459673068,86.06061997911712,72.64629051053136
MENTAH,17.275337816740272,78.71461120631082,62.89285848104554
MENTAH,14.576432637737055,66.07509998051597,58.2262747671909
MENTAH,17.071612059361325,76.64449666898143,63.02671137792011
MENTAH,16.866253734437763,77.53567980505986,63.91586243030715
MENTAH,16.926882144141803,77.86016310375491,64.52923118667692
MENTAH,17.80143672813293,77.03503486516057,63.21637881936812
MENTAH,15.909475480106313,74.25248124662777,59.71251776668132
MENTAH,15.581400439139905,72.24787190129094,58.22890995009092
MENTAH,17.788028816370577,79.44391505215724,64.17491875412162
MENTAH,17.581177340830518,73.6435886635459,58.57021461151855
MENTAH,17.623064243570273,78.6227123446274,66.1429897796307
MENTAH,17.337878564577046,76.48297521032754,64.04087710577326
MENTAH,14.66425655962111,65.80752970064547,58.38716221448412
MENTAH,16.260031617823383,70.82789206600587,57.157203905297656
MENTAH,17.012310998731042,76.06113112247957,62.43198186861773
MENTAH,16.348926692612057,73.93585260086729,61.572454493565274
MENTAH,16.061075699176676,73.26583404733118,62.4855804178074
MENTAH,15.556377988799184,71.45072321946004,59.03734141129274
